doi,pmid,pmcid,year,authors,title,journal,sources,scopus_eid,wos_ut,embase_pui,openalex_id,filename
10.3389/fmicb.2025.1669208,,,2025,Li,Exploring drug resistance genes in Acinetobacter baumannii using metagenomic next-generation sequencing,Frontiers in Microbiology,Crossref,,,,,
10.5812/jjm.20215v2,,,2015,Kooti,"Antibiotic Resistance Profile and Distribution of Oxacillinase Genes Among Clinical Isolates of Acinetobacter baumannii in Shiraz Teaching Hospitals, 2012 - 2013",Jundishapur Journal of Microbiology,Crossref,,,,,
10.1128/aac.01110-18,,,2019,Isler,"New Treatment Options against Carbapenem-Resistant
            <i>Acinetobacter baumannii</i>
            Infections",Antimicrobial Agents and Chemotherapy,Crossref,,,,,
10.1590/s1517-83822012000400006,,,2012,Martínez,"Imipenem-resistant Acinetobacter baumannii carrying the ISAba1-bla OXA-23, 51 and ISAba1-bla ADC-7 genes in Monteria, Colombia",Brazilian Journal of Microbiology,Crossref,,,,,
10.1186/s12941-019-0319-8,,,2019,the Acinetobacter Study Group,A prospective multicenter study on the evaluation of antimicrobial resistance and molecular epidemiology of multidrug-resistant Acinetobacter baumannii infections in intensive care units with clinical and environmental features,Annals of Clinical Microbiology and Antimicrobials,Crossref,,,,,
10.1080/02688697.2016.1206183,,,2016,Ganjeifar,Multidrug-resistant<i>Acinetobacter baumannii</i>ventriculitis: a serious clinical challenge for neurosurgeons,British Journal of Neurosurgery,Crossref,,,,,
10.5505/ptd.2015.87262,,,2015,Ozdemir,Outcomes of Acinetobacter baumannii infection in critically ill elderly patients in intensive care units,Pamukkale Medical Journal,Crossref,,,,,
10.1097/01.ccm.0000509383.13242.42,,,2016,KWON,707: DEVELOPMENT OF PROGNOSTIC BIOMARKERS FOR VENTILATOR-ASSOCIATED PNEUMONIA BY ACINETOBACTER BAUMANNII,Critical Care Medicine,Crossref,,,,,
10.21608/mid.2021.57273.1110,,,2021,salama,Prevalence and antimicrobial resistance pattern of Acinetobacter Baumannii isolates from intensive care units in Zagazig University Hospitals,Microbes and Infectious Diseases,Crossref,,,,,
10.2174/1874279301810010043,,,2018,Fouad,Nosocomial Neonatal Meningitis with Acinetobacter Baumannii on Myelomeningocele: A Real Therapeutic Challenge,The Open Infectious Diseases Journal,Crossref,,,,,
10.1007/s00253-018-8791-1,,,2018,Shin,4-Hydroxybenzaldehyde sensitizes Acinetobacter baumannii to amphenicols,Applied Microbiology and Biotechnology,Crossref,,,,,
10.25259/aujmsr_3_2025,,,2025,Paneri,Burden of carbapenem-resistant <i>Acinetobacter baumannii</i> involved in ventilator-associated pneumonia,Adesh University Journal of Medical Sciences &amp; Research,Crossref,,,,,
10.1016/j.ijantimicag.2010.07.004,,,2010,Ho,Surveillance for multidrug-resistant Acinetobacter baumannii: a lesson on definitions,International Journal of Antimicrobial Agents,Crossref,,,,,
10.3389/fsurg.2022.971727,,,2022,Frontiers Production Office,"Erratum on: Clinical Characteristics of Hydrocephalus Following the Treatment of Pyogenic Ventriculitis Caused by Multi/Extensive Drug-Resistant Gram-Negative Bacilli, Acinetobacter Baumannii, and Klebsiella Pneumoniae",Frontiers in Surgery,Crossref,,,,,
10.2174/1871526520999201116201911,,,2021,Chopjitt,Whole Genome Analysis of Extensively Drug-Resistant Acinetobacter baumannii Clinical Isolates in Thailand,Infectious Disorders - Drug Targets,Crossref,,,,,
10.4103/0366-6999.190680,,,2016,Wang,In vitro Activity of Different Antibacterial Agents in Combination with Each Other against Multidrug-resistant Acinetobacter baumannii,Chinese Medical Journal,Crossref,,,,,
10.1016/j.virusres.2022.198889,,,2022,Zhang,Therapeutic evaluation of the Acinetobacter baumannii phage Phab24 for clinical use,Virus Research,Crossref,,,,,
10.1111/ctr.12508,,,2015,Kitazono,<i>Acinetobacter baumannii</i> infection in solid organ transplant recipients,Clinical Transplantation,Crossref,,,,,
10.1111/j.1469-0691.2008.02018.x,,,2008,Stoeva,Clonal spread of carbapenem-resistant OXA-23-positive Acinetobacter baumannii in a Bulgarian university hospital,Clinical Microbiology and Infection,Crossref,,,,,
10.3390/pathogens12070899,,,2023,Taj,"Insights into the Intersection of Biocide Resistance, Efflux Pumps, and Sequence Types in Carbapenem-Resistant Acinetobacter baumannii: A Multicenter Study",Pathogens,Crossref,,,,,
10.1080/23744235.2022.2113137,,,2022,Palavecino,Characterisation of carbapenemase genes and antibiotic resistance in carbapenem-resistant <i>Acinetobacter baumannii</i> between 2019 and 2022,Infectious Diseases,Crossref,,,,,
10.1186/1471-2180-13-158,,,2013,Amin,A Method for generating marker-less gene deletions in multidrug-resistant Acinetobacter baumannii,BMC Microbiology,Crossref,,,,,
10.1186/s12941-016-0123-7,,,2016,Demirdal,Is inhaled colistin beneficial in ventilator associated pneumonia or nosocomial pneumonia caused by Acinetobacter baumannii?,Annals of Clinical Microbiology and Antimicrobials,Crossref,,,,,
10.1016/j.meegid.2025.105762,,,2025,Taesoongnern,Molecular sequence typing of carbapenem-resistant Acinetobacter baumannii clinical isolates: A comprehensive global update,"Infection, Genetics and Evolution",Crossref,,,,,
10.1016/j.scitotenv.2022.160182,,,2023,Pulami,"High diversity of the emerging pathogen Acinetobacter baumannii and other Acinetobacter spp. in raw manure, biogas plants digestates, and rural and urban wastewater treatment plants with system specific antimicrobial resistance profiles",Science of The Total Environment,Crossref,,,,,
10.1016/j.jfma.2012.01.011,,,2012,Lai,Infections due to different genospecies of the Acinetobacter calcoaceticus-A baumannii complex,Journal of the Formosan Medical Association,Crossref,,,,,
10.1016/j.jgar.2017.03.004,,,2017,Xu,Draft genome sequence of a multidrug-resistant OXA-23-producing Acinetobacter baumannii ST191 clinical isolate from China,Journal of Global Antimicrobial Resistance,Crossref,,,,,
10.2147/idr.s144314,,,2017,Katip,Clinical outcomes and nephrotoxicity of colistin loading dose for treatment of extensively drug-resistant &lt;em&gt;Acinetobacter baumannii&lt;/em&gt; in cancer patients,Infection and Drug Resistance,Crossref,,,,,
10.1007/s11274-025-04359-x,,,2025,Bhardwaj,Phenylacetic acid catabolism modulates virulence factors and drug resistance in Acinetobacter baumannii MCC 2076,World Journal of Microbiology and Biotechnology,Crossref,,,,,
10.3389/fcimb.2024.1475428,,,2024,Shi,Risk factors and predictive model for nosocomial infections by extensively drug-resistant Acinetobacter baumannii,Frontiers in Cellular and Infection Microbiology,Crossref,,,,,
10.21608/mid.2024.306729.2097,,,2024,Gaballah,Dissemination of NDM-mediated carbapenem resistance in biofilm-forming Acinetobacter baumannii in some Egyptian hospitals,Microbes and Infectious Diseases,Crossref,,,,,
10.1093/jac/dkaf347,,,2026,Melchio,"Efficacy of eravacycline in difficult-to-treat (DTR)
                    <i>Acinetobacter baumannii</i>
                    bacteraemia in ICU: a case report",Journal of Antimicrobial Chemotherapy,Crossref,,,,,
10.1002/jbio.201200075,,,2014,Sousa,Identification of carbapenem‐resistant <i>Acinetobacter baumannii</i> clones using infrared spectroscopy,Journal of Biophotonics,Crossref,,,,,
10.1016/j.jiph.2023.11.011,,,2023,Kadaikunnan,Colistin-induced structural and biochemical changes in carbapenem-resistant Acinetobacter baumannii isolated from the hospital environment,Journal of Infection and Public Health,Crossref,,,,,
10.1099/jmm.0.47442-0,,,2007,Edwards,Low concentrations of commercial alcohol hand rubs facilitate growth of and secretion of extracellular proteins by multidrug-resistant strains of Acinetobacter baumannii,Journal of Medical Microbiology,Crossref,,,,,
10.1093/jac/dks345,,,2013,Hamidian,Horizontal transfer of an ISAba125-activated ampC gene between Acinetobacter baumannii strains leading to cephalosporin resistance,Journal of Antimicrobial Chemotherapy,Crossref,,,,,
10.1179/joc.2010.22.5.324,,,2010,Shakil,Detection of CTX-M-15-Producing and Carbapenem-Resistant<i>Acinetobacter Baumannii</i>Strains from Urine from an Indian Hospital,Journal of Chemotherapy,Crossref,,,,,
10.1371/journal.pone.0084361,,,2013,Barth,Heterogeneous Persister Cells Formation in Acinetobacter baumannii,PLoS ONE,Crossref,,,,,
10.15414/jmbfs.2020.10.2.317-320,,,2020,Al-Saadi,"PURIFICATION, CHARACTERIZATION AND EXPRESSION,  OF RECOMBINANT OUTER MEMBRANE PROTEIN A (OMP A) OF ACINETOBACTER BAUMANNII LI311","Journal of microbiology, biotechnology and food sciences",Crossref,,,,,
10.35652/igjps.2022.12027,,,2022,Tjoa,Carbapenemase Detection Among Carbapenem-Resistant Acinetobacter baumannii Clinical Isolates Using a Modified Blue-Carba Test,Indo Global Journal of Pharmaceutical Sciences,Crossref,,,,,
10.1186/2047-2994-2-s1-p68,,,2013,Kang,P068: Rapid detection of imipenem-resistant Acinetobacter baumannii for the surveillance culture using mass spectrometry,Antimicrobial Resistance and Infection Control,Crossref,,,,,
10.1093/ajcp/aqac126.280,,,2022,Wheibe,Investigation of Drug Resistant<i>Acinetobacter baumannii</i> Virulence Factors Implicated in Intracellular Survival Within Differentiated THP-1 Cells,American Journal of Clinical Pathology,Crossref,,,,,
10.1007/s13205-020-2157-y,,,2020,Abouelfetouh,Role of plasmid carrying blaNDM in mediating antibiotic resistance among Acinetobacter baumannii clinical isolates from Egypt,3 Biotech,Crossref,,,,,
10.20546/ijcmas.2016.511.075,,,2016,Hamid,Molecular Characterization of Carbapenem Resistant Acinetobacter baumannii in Cancer Patients,International Journal of Current Microbiology and Applied Sciences,Crossref,,,,,
10.21608/mb.2024.304969.1127,,,2024,Fahmy,Potential application of bacteriophage to control carbapenem-resistant Acinetobacter baumannii isolated from inanimate hospital surfaces,Microbial Biosystems,Crossref,,,,,
10.1556/030.64.2017.031,,,2017,Zafari,High prevalence of OXA-type carbapenemases among Acinetobacter baumannii strains in a teaching hospital of Tehran,Acta Microbiologica et Immunologica Hungarica,Crossref,,,,,
10.1016/j.ajic.2012.05.011,,,2013,Apisarnthanarak,Practices to prevent multidrug-resistant Acinetobacter baumannii and methicillin-resistant Staphylococcus aureus in Thailand: A national survey,American Journal of Infection Control,Crossref,,,,,
10.1590/s0074-02762004000800010,,,2004,Braun,"Evaluation of adherence, hemagglutination, and presence of genes codifying for virulence factors of Acinetobacter baumannii causing urinary tract infection",Memórias do Instituto Oswaldo Cruz,Crossref,,,,,
10.1016/j.resmic.2013.02.007,,,2013,Koning,Cryo-electron tomography analysis of membrane vesicles from Acinetobacter baumannii ATCC19606T,Research in Microbiology,Crossref,,,,,
10.21744/irjeis.v7n4.1558,,,2021,Morán,nursing care process in a user diagnosed with acinetobacter baumannii,"International research journal of engineering, IT &amp; scientific research",Crossref,,,,,
10.1182/blood-2018-99-114165,,,2018,Shargian-Alon,Risk Factors for Early Mortality in Hemato-Oncological Patients with Carbapenem Resistant Acinetobacter Baumannii (CRAB) Bacteremia,Blood,Crossref,,,,,
10.21608/ejmm.2024.272642.1228,,,2024,Attia,Virulence Profile of Acinetobacter baumannii Isolated from Ventilator-Associated Pneumonia Cases,Egyptian Journal of Medical Microbiology,Crossref,,,,,
10.54153/sjpas.2025.v7i1.940,,,2025,Barzan Yazea,Effect Of  Phosphate- Starvation On phoH In Acinetobacter baumannii,Samarra Journal of Pure and Applied Science,Crossref,,,,,
10.3390/antibiotics11020168,,,2022,Selim,Dynamic Gene Clusters Mediating Carbapenem-Resistant Acinetobacter baumannii Clinical Isolates,Antibiotics,Crossref,,,,,
10.5812/jjm.58251,,,2017,Owrang,"Identification and Isolation of Insertion Sequences, in Carbapenem Resistant Clinical Isolates of Acinetobacter baumannii from Tehran Hospitals",Jundishapur Journal of Microbiology,Crossref,,,,,
10.25259/jlp_180_2024,,,2025,Mamgain,Molecular characterization of biofilm-producing clinical isolates of carbapenem-resistant <i>Acinetobacter baumannii</i> at a tertiary care center,Journal of Laboratory Physicians,Crossref,,,,,
10.1016/j.jhin.2004.05.011,,,2004,Turton,"A prevalent, multiresistant clone of Acinetobacter baumannii in Southeast England",Journal of Hospital Infection,Crossref,,,,,
10.31686/ijier.vol9.iss4.3040,,,2021,Silva,OZONIZED AND NATURAL COMPOUNDS FOR IN VITRO ACINETOBACTER BAUMANNII TREATMENT,International Journal for Innovation Education and Research,Crossref,,,,,
10.1186/s12879-023-08915-4,,,2023,Hailemichael,"Correction: Isolation of virulent phages against multidrug-resistant acinetobacter baumannii recovered from inanimate objects of Jimma Medical Center, Southwest Ethiopia",BMC Infectious Diseases,Crossref,,,,,
10.17795/ajcmi-40898,,,2016,Jassim,AdeABC Efflux Pump Genes in Multidrug Resistant<i>Acinetobacter baumannii</i>Isolates,Avicenna Journal of Clinical Microbiology and Infection,Crossref,,,,,
10.1016/j.micpath.2020.104238,,,2020,Neshani,Antimicrobial peptides as a promising treatment option against Acinetobacter baumannii infections,Microbial Pathogenesis,Crossref,,,,,
10.1007/s12602-023-10067-5,,,2024,Naha,Novel Antimicrobial Peptide SAAP Mutant as a Better Adjuvant to Sulbactam-Based Treatments Against Clinical Strains of XDR Acinetobacter baumannii,Probiotics and Antimicrobial Proteins,Crossref,,,,,
10.1099/jmm.0.000058,,,2015,Badmasti,Molecular detection of genes related to biofilm formation in multidrug-resistant Acinetobacter baumannii isolated from clinical settings,Journal of Medical Microbiology,Crossref,,,,,
10.3390/microorganisms5020018,,,2017,Gomaa,"High Prevalence of blaNDM-1, blaVIM, qacE, and qacEΔ1 Genes and Their Association with Decreased Susceptibility to Antibiotics and Common Hospital Biocides in Clinical Isolates of Acinetobacter baumannii",Microorganisms,Crossref,,,,,
10.1093/ofid/ofw172.1793,,,2016,O'Donnell,Human Pharmacokinetics and Dose Projection of ETX2514/Sulbactam Combination for Use in the Treatment of Infections Caused by Acinetobacter baumannii,Open Forum Infectious Diseases,Crossref,,,,,
10.1016/j.carres.2015.03.016,,,2015,Kenyon,Structure of the K6 capsular polysaccharide from Acinetobacter baumannii isolate RBH4,Carbohydrate Research,Crossref,,,,,
10.1055/s-0034-1372626,,,2014,Siemers,Management eines Ausbruches mit 4 MRGN Acinetobacter baumannii in einem Brandverletzten­zentrum,Handchirurgie · Mikrochirurgie · Plastische Chirurgie,Crossref,,,,,
10.1007/s11427-020-1781-8,,,2021,Guo,SiO2 prompts host defense against Acinetobacter baumannii infection by mTORC1 activation,Science China Life Sciences,Crossref,,,,,
10.1016/j.ajic.2015.03.033,,,2015,Fu,Risk factors for extensive drug-resistance and mortality in geriatric inpatients with bacteremia caused by Acinetobacter baumannii,American Journal of Infection Control,Crossref,,,,,
10.2147/idr.s529016,,,2025,Chen,Eravacycline Treatment for Carbapenem-Resistant Acinetobacter baumannii in Lung Transplant Recipients: A Real-World Retrospective Study,Infection and Drug Resistance,Crossref,,,,,
10.1371/journal.pone.0264374,,,2022,Wongsuk,Whole genome sequence of pan drug-resistant clinical isolate of Acinetobacter baumannii ST1890,PLOS ONE,Crossref,,,,,
10.1099/jmm.0.082263-0,,,2015,Biglari,Molecular characterization of carbapenemase and cephalosporinase genes among clinical isolates of Acinetobacter baumannii in a tertiary medical centre in Malaysia,Journal of Medical Microbiology,Crossref,,,,,
10.5001/omj.2018.07,,,2018,Halaji,"Investigation of Class I, II, and III Integrons Among Acinetobacter Baumannii Isolates from Hospitalized Patients in Isfahan, Iran",Oman Medical Journal,Crossref,,,,,
10.1093/jac/dkt275,,,2013,Krizova,TEM-1  -lactamase as a source of resistance to sulbactam in clinical strains of Acinetobacter baumannii,Journal of Antimicrobial Chemotherapy,Crossref,,,,,
10.1128/iai.00348-24,,,2025,Pereira,"Unveiling the role of adhesin proteins in controlling
            <i>Acinetobacter baumannii</i>
            infections: a systematic review",Infection and Immunity,Crossref,,,,,
10.3855/jidc.8081,,,2018,Hosoglu,Use of carbapenems and glycopepdides is significant risk for multidrug resistant Acinetobacter baumannii infections,The Journal of Infection in Developing Countries,Crossref,,,,,
10.1186/2047-2994-4-s1-p136,,,2015,Handal,Characterization of carbapenem-resistant Acinetobacter baumannii strains isolated from hospitalized patients in Palestine,Antimicrobial Resistance and Infection Control,Crossref,,,,,
10.1016/s0924-8579(07)71521-2,,,2007,Stylianakis,P1682 In vitro activity of tigecycline against multiresistant Acinetobacter baumannii clinical isolates,International Journal of Antimicrobial Agents,Crossref,,,,,
10.2174/1871526519666190517124314,,,2020,Babaie,"Molecular Detection of Carbapenem Resistance in Acinetobacter Baumannii Isolated From Patients in Khorramabad City, Iran",Infectious Disorders - Drug Targets,Crossref,,,,,
10.1186/1471-2180-14-62,,,2014,Nait Chabane,Virstatin inhibits biofilm formation and motility of Acinetobacter baumannii,BMC Microbiology,Crossref,,,,,
10.17305/bjbms.2013.2338,,,2013,Tas,Investigation of in-vitro susceptibility of multidrug-resistant Acinetobacter baumannii strains isolated from clinical specimens to tigecycline,Biomolecules and Biomedicine,Crossref,,,,,
10.1016/j.ijantimicag.2011.01.006,,,2011,Cortez-Cordova,Activity of the efflux pump inhibitor phenylalanine-arginine β-naphthylamide against the AdeFGH pump of Acinetobacter baumannii,International Journal of Antimicrobial Agents,Crossref,,,,,
10.5799/ahinjs.01.2013.03.0292,,,2013,Yolbaş,Antibiotic susceptibility of Acinetobacter baumannii strains in a university hospital,Journal of Clinical and Experimental Investigations,Crossref,,,,,
10.3390/antibiotics9040164,,,2020,Saleh,Acquisition of Colistin Resistance Links Cell Membrane Thickness Alteration with a Point Mutation in the lpxD Gene in Acinetobacter baumannii,Antibiotics,Crossref,,,,,
10.1093/jac/dkr135,,,2011,Kaase,NDM-2 carbapenemase in Acinetobacter baumannii from Egypt,Journal of Antimicrobial Chemotherapy,Crossref,,,,,
10.4103/bbrj.bbrj_296_24,,,2024,Rahi,Expression of Genes Associated with Efflux Pump and Porins in Acinetobacter baumannii Isolates Recovered from Different Clinical Specimens,Biomedical and Biotechnology Research Journal,Crossref,,,,,
10.1007/s00604-023-05901-0,,,2023,Abedi,A signal-off aptasensor for the determination of Acinetobacter baumannii by using methylene blue as an electrochemical probe,Microchimica Acta,Crossref,,,,,
10.30574/wjarr.2024.23.2.2560,,,2024,Charolina Margaretha Simatupang,Managing multidrug-resistant Acinetobacter baumannii in a premature neonate with sepsis: A case report,World Journal of Advanced Research and Reviews,Crossref,,,,,
10.3349/ymj.2014.55.1.118,,,2014,Choi,Inhaled Colistin for Treatment of Pneumonia due to Colistin-Only-Susceptible<i>Acinetobacter baumannii</i>,Yonsei Medical Journal,Crossref,,,,,
10.1371/journal.pone.0272881,,,2022,Singkham-in,Correction: Rescued chlorhexidine activity by resveratrol against carbapenem-resistant Acinetobacter baumannii via down-regulation of AdeB efflux pump,PLOS ONE,Crossref,,,,,
10.1080/07391102.2006.10507116,,,2006,Vashist,"Structural Investigations On Novel Porin, OmpAb From<i>Acinetobacter baumannii</i>",Journal of Biomolecular Structure and Dynamics,Crossref,,,,,
10.31571/saintek.v12i1.5989,,,2023,Saputra,Uji aktivitas antibakteri ekstrak bawang putih dan bawang hitam siung tunggal (Allium sativum) terhadap Acinetobacter baumannii,Jurnal Pendidikan Informatika dan Sains,Crossref,,,,,
10.1016/j.psiq.2017.01.002,,,2017,Pomares Martínez,Infección urinaria por Acinetobacter baumannii e intoxicación por litio. A propósito de un caso,Psiquiatría Biológica,Crossref,,,,,
10.7205/milmed-d-16-00289,,,2016,Davis,Effects of Commonly Used Topical Antimicrobial Agents on<i>Acinetobacter baumannii</i>: An In Vitro Study,Military Medicine,Crossref,,,,,
10.1038/s41429-024-00801-8,,,2025,Yin,Activity of cefiderocol in combination with tetracycline analogues against carbapenem-resistant Acinetobacter baumannii,The Journal of Antibiotics,Crossref,,,,,
10.37569/dalatuniversity.15.2.1442(2025),,,2025,Pham,ANTIBIOTIC RESISTANCE OF &lt;i&gt;ACINETOBACTER BAUMANNII&lt;/i&gt; AT CAN THO GENERAL HOSPITAL IN 2019–2023,Dalat University Journal of Science,Crossref,,,,,
10.1007/s15010-010-0018-z,,,2010,Özdemir,Successful treatment of three children with post-neurosurgical multidrug-resistant Acinetobacter baumannii meningitis,Infection,Crossref,,,,,
10.1093/ofid/ofw172.187,,,2016,Quinn,Understanding the Role of Host Human Products on the Acquisition of Resistance Traits Through Natural Transformation in Acinetobacter baumannii,Open Forum Infectious Diseases,Crossref,,,,,
10.1111/lam.13154,,,2019,Slate,"Rhenium and yttrium ions as antimicrobial agents against multidrug resistant
            <i>Klebsiella pneumoniae</i>
            and
            <i>Acinetobacter baumannii</i>
            biofilms",Letters in Applied Microbiology,Crossref,,,,,
10.3389/fcimb.2025.1654624,,,2025,Frontiers Editorial Office,Retraction: The presence of Acinetobacter baumannii DNA on the skin of homeless people and its relationship with body lice infestation. Preliminary results,Frontiers in Cellular and Infection Microbiology,Crossref,,,,,
10.1016/j.micpath.2017.01.045,,,2017,Savari,Plasmid borne Carbapenem-Hydrolyzing Class D β-Lactamases (CHDLs) and AdeABC efflux pump conferring carbapenem-tigecycline resistance among Acinetobacter baumannii isolates harboring TnAbaRs,Microbial Pathogenesis,Crossref,,,,,
10.1016/j.diagmicrobio.2010.09.008,,,2011,Islam,Demonstration of an outer membrane protein that is antigenically specific for Acinetobacter baumannii,Diagnostic Microbiology and Infectious Disease,Crossref,,,,,
10.1016/j.meegid.2021.105138,,,2021,Beiranvand,Putative novel B-cell vaccine candidates identified by reverse vaccinology and genomics approaches to control Acinetobacter baumannii serotypes,"Infection, Genetics and Evolution",Crossref,,,,,
10.25259/gjmpbu_154_2022,,,2023,Paneri,Efficacy of Plant Extracts against Carbapenem Resistant <i>Acinetobacter baumannii</i>: A Notorious Pathogen in the Intensive Care Unit,"Global Journal of Medical, Pharmaceutical, and Biomedical Update",Crossref,,,,,
10.1186/s13756-015-0083-2,,,2015,Ellis,Risk factors for hospital-acquired antimicrobial-resistant infection caused by Acinetobacter baumannii,Antimicrobial Resistance and Infection Control,Crossref,,,,,
10.1099/jmm.0.032722-0,,,2012,Sevillano,Emergence and clonal dissemination of carbapenem-hydrolysing OXA-58-producing Acinetobacter baumannii isolates in Bolivia,Journal of Medical Microbiology,Crossref,,,,,
10.1007/s10532-015-9753-2,,,2016,Zhou,"Multi-substrate biodegradation interaction of 1, 4-dioxane and BTEX mixtures by Acinetobacter baumannii DD1",Biodegradation,Crossref,,,,,
10.1099/jmm.0.46823-0,,,2007,Erridge,Acinetobacter baumannii lipopolysaccharides are potent stimulators of human monocyte activation via Toll-like receptor 4 signalling,Journal of Medical Microbiology,Crossref,,,,,
10.2217/fmb-2016-0200,,,2017,Karampatakis,"Molecular Epidemiology of Carbapenem-Resistant
            <i>Acinetobacter Baumannii</i>
            in Greece: An Extended review (2000–2015)",Future Microbiology,Crossref,,,,,
10.3389/fmicb.2023.1196774,,,2023,Cavallo,Acinetobacter baumannii in the critically ill: complex infections get complicated,Frontiers in Microbiology,Crossref,,,,,
10.1177/08971900231196076,,,2024,Buckley,"Use of Eravacycline for
                    <i>Acinetobacter baumannii</i>
                    Infections: A Case Series",Journal of Pharmacy Practice,Crossref,,,,,
10.5505/vtd.2022.04382,,,2022,Uluçam Atay,Investigation of Molecular Mechanisms of Carbapenemase Producing Acinetobacter baumannii complex Isolates Isolated from Blood Cultures,Van Medical Journal,Crossref,,,,,
10.21608/mid.2023.253019.1697,,,2023,Aliero,"Superbug Acinetobacter baumannii causing infections: Insights from tertiary hospital: in Kebbi State, Nigeria",Microbes and Infectious Diseases,Crossref,,,,,
10.4103/ijmm.ijmm_19_468,,,2020,Kumar,In vitro and In vivo Fitness of Clinical Isolates of Carbapenem-Resistant and -Susceptible Acinetobacter baumannii,Indian Journal of Medical Microbiology,Crossref,,,,,
10.1016/j.bbrc.2021.09.072,,,2021,Ho,Molecular docking and simulation of the interaction of sulbactam with Acinetobacter baumannii BaeSR and AdeSR,Biochemical and Biophysical Research Communications,Crossref,,,,,
10.5578/mb.20219801,,,2021,Kaynak Onurdağ,Effect of Phenylalanine-arginine-beta-naphthylamide to Ciprofloxacin Minimum Inhibitory Concentration Values and Expression of Efflux Pump System Genes in Acinetobacter baumannii Isolates,Mikrobiyoloji Bulteni,Crossref,,,,,
10.2478/v10042-008-0056-x,,,2008,Wieczorek,Multidrug resistant Acinetobacter baumannii--the role of AdeABC (RND family) efflux pump in resistance to antibiotics.,Folia Histochemica et Cytobiologica,Crossref,,,,,
10.3389/fgene.2021.563516,,,2021,Li,Proteomics Landscape of Host-Pathogen Interaction in Acinetobacter baumannii Infected Mouse Lung,Frontiers in Genetics,Crossref,,,,,
10.1016/j.annder.2012.06.053,,,2013,Hachimi,Fasciite nécrosante communautaire à Acinetobacter baumannii,Annales de Dermatologie et de Vénéréologie,Crossref,,,,,
10.1002/jobm.202200288,,,2022,Hussain,Animal model testing for efficacy and adverse effects of bacteriophages against <i>Acinetobacter baumannii</i>,Journal of Basic Microbiology,Crossref,,,,,
10.3390/antibiotics14080816,,,2025,Salinas,"Phenotypic Characterization of pilA, pilB, and pilD Mutants of Acinetobacter baumannii 5075: Impacts on Growth, Biofilm Formation, and Tazobactam Response",Antibiotics,Crossref,,,,,
10.1186/s13568-025-01913-6,,,2025,Heidarinia,Design a multi-epitope vaccine candidate against Acinetobacter baumannii using advanced computational methods,AMB Express,Crossref,,,,,
10.1093/jac/dkt057,,,2013,Martin-Pena,Rapid detection of antibiotic resistance in Acinetobacter baumannii using quantitative real-time PCR,Journal of Antimicrobial Chemotherapy,Crossref,,,,,
10.18683/germs.2019.1168,,,2019,El Hafa,"Dissemination of carbapenem-resistant Acinetobacter baumannii strains carrying the blaGES, blaNDM and blaOXA23 in Morocco",Germs,Crossref,,,,,
10.1016/j.ijantimicag.2014.01.016,,,2014,Khawcharoenporn,Colistin-based treatment for extensively drug-resistant Acinetobacter baumannii pneumonia,International Journal of Antimicrobial Agents,Crossref,,,,,
10.5812/jjm.8219,,,2013,Karmostaji,Distribution of OXA-Type Class D β-Lactamase Genes Among Nosocomial Multi Drug Resistant Acinetobacter baumannii Isolated in Tehran Hospitals,Jundishapur Journal of Microbiology,Crossref,,,,,
10.1016/j.ijantimicag.2013.12.010,,,2014,Galani,Colistin/daptomycin: an unconventional antimicrobial combination synergistic in vitro against multidrug-resistant Acinetobacter baumannii,International Journal of Antimicrobial Agents,Crossref,,,,,
10.1016/j.ijid.2007.03.005,,,2008,Baran,Risk factors for nosocomial imipenem-resistant Acinetobacter baumannii infections,International Journal of Infectious Diseases,Crossref,,,,,
10.1016/j.ijid.2020.09.156,,,2020,Mdlongwa,"Acinetobacter baumannii pneumonia epidemiology and resistance patterns in ICU patients at a Private Hospital in Gaborone, Botswana, 2011–2016",International Journal of Infectious Diseases,Crossref,,,,,
10.1016/j.nano.2022.102537,,,2022,Vaze,Using engineered water nanostructures (EWNS) for wound disinfection: Case study of Acinetobacter baumannii inactivation on skin and the inhibition of biofilm formation,"Nanomedicine: Nanotechnology, Biology and Medicine",Crossref,,,,,
10.1186/s12941-023-00589-9,,,2023,Firoozeh,Clonal relatedness of carbapenem-resistant Acinetobacter baumannii: high prevalence of ST136pas in a burn center,Annals of Clinical Microbiology and Antimicrobials,Crossref,,,,,
10.1016/s0924-8579(07)71969-6,,,2007,Ramdani-Bouguessa,"R2130 Antimicrobial resistance patterns of Acinetobacter baumannii and Pseudomonas aeruginosa isolates in a hospital in Algiers, Algeria",International Journal of Antimicrobial Agents,Crossref,,,,,
10.1099/jmm.0.47781-0,,,2008,Lowman,A case of community-acquired Acinetobacter baumannii meningitis – has the threat moved beyond the hospital?,Journal of Medical Microbiology,Crossref,,,,,
10.3390/microorganisms8030343,,,2020,Wang,Protein Aggregation is Associated with Acinetobacter baumannii Desiccation Tolerance,Microorganisms,Crossref,,,,,
10.3390/medicina59050947,,,2023,Lee,Synergistic Effects of a Probiotic Culture Extract and Antimicrobial Combinations against Multidrug-Resistant Acinetobacter baumannii,Medicina,Crossref,,,,,
10.1586/14787210.2016.1126508,,,2016,Pachón-Ibáñez,Use of adjuvants in the treatment of<i>Acinetobacter baumannii</i>,Expert Review of Anti-infective Therapy,Crossref,,,,,
